"navn","addresse","Org_nr","Sektor","godkjenning","lat","lng","postal_town","administrative_area_level_2","administrative_area_level_1","political","DVH_regioner_2019","Kommunenavn_2020"
"Skipperud Pål Marius","Vidaråsveien 1 , 1820 Spydeberg","Org. nr. 988 869 856","Økologisk landbruksproduksjon","Gyldig fra 11.11.2020 til 30.12.2021",59.6009583,11.0777296,"Spydeberg","Indre Østfold","Viken","none","VIKEN","SPYDEBERG"
"Skjærbustad Bye Aud Johanne","Fjellværøyvn 283 , 7242 KNARRLAGSUND","Org. nr. 995 414 643","Økologisk landbruksproduksjon","Gyldig fra 23.02.2020 til 30.12.2021",63.6646948,9.0815863,0,0,"none","none","#N/A","#N/A"
"Skjelfoss Korn As","Skjelfoss veien 114 , 1827 HOBØL","Org. nr. 964 878 080","Foredling, import og omsetning","Gyldig fra 12.11.2020 til 30.12.2021",59.5474664,10.8446332,"Hobøl","Indre Østfold","Viken","none","VIKEN","HOBØL"
"Skjelland Gård Bruserud","Skjellandveien 3 , 3158 ANDEBU","Org. nr. 914 335 027","Økologisk landbruksproduksjon","Gyldig fra 29.06.2020 til 30.12.2021",59.2668205,10.1642863,"Andebu","Sandefjord","Vestfold og Telemark","none","Vestre Østland DVH","SANDEFJORD"
"Skjerdal Harald","Skjerdalsvegen 116 , 5745 AURLAND","Org. nr. 879 714 532","Foredling, import og omsetning","Gyldig fra 16.12.2020 til 30.12.2021",60.9502366,7.1909483,"Aurland","Aurland","Vestland","none","Vest Norge DVH","AURLAND"
"Skjernøy Villsaulag DA","Skjernøyveien 521 , 4516 MANDAL","Org. nr. 916 697 945","Økologisk landbruksproduksjon","Gyldig fra 17.03.2020 til 30.12.2021",57.9850006,7.531836,"Mandal","Lindesnes","Agder","none","Vest Norge DVH","LINDESNES"
"Skjerping","Kismulvegen 170 , 5243 FANA","Org. nr. 921 882 785","Økologisk landbruksproduksjon","Gyldig fra 27.10.2020 til 30.12.2021",60.2711676,5.3874233,"Fana","Bergen","Vestland","Fana","Vest Norge DVH","BERGEN"
"Skjerven Jostein Vallestad","Hopperstadvegen 103 , 6893 VIK","Org. nr. 991 498 400","Økologisk landbruksproduksjon","Gyldig fra 27.10.2020 til 30.12.2021",61.0760134,6.5619432,"Vik i Sogn","Vik","Vestland","none","Vest Norge DVH","VIK"
"Skjetlein vgs","Skjetleinvegen 114 , 7083 LEINSTRAND","Org. nr. 974 558 076","Økologisk landbruksproduksjon","Gyldig fra 19.11.2020 til 30.12.2021",63.3408551,10.2987813,"Leinstrand","Trondheim","Trøndelag","none","Midt Norge DVH","TRONDHEIM"
"Skjølberg Østlund Carl Erik","Hølondavegen 4497 , 7327 SVORKMO","Org. nr. 998 733 375","Foredling, import og omsetning","Gyldig fra 13.07.2020 til 30.12.2021",63.1650989,9.7673554,0,"Orkland","Trøndelag","none","Midt Norge DVH","#N/A"
"Skjulestad Eivind og Margaret","Halvar Torgersensv. 38 , 1395 HVALSTAD","Org. nr. 915 181 341","Økologisk landbruksproduksjon","Gyldig fra 29.11.2020 til 30.12.2021",59.8633104,10.4723787,0,"Asker","Viken","none","VIKEN","ASKER"
"Skog Bakerverksted","Vikseterveien 9 , 3050 MJØNDALEN","Org. nr. 984 136 250","Foredling, import og omsetning","Gyldig fra 05.07.2020 til 30.12.2021",59.7208835,10.0513591,"Mjøndalen","Drammen","Viken","none","VIKEN","DRAMMEN"
"Skogmo Vegard Albert","Røvassdalveien 38 , 8615 SKONSENG","Org. nr. 914 893 690","Økologisk landbruksproduksjon","Gyldig fra 30.09.2020 til 30.12.2021",66.3625454,14.317421,"Skonseng","Rana","Nordland","none","Nord Norge DVH","RANA"
"Skogstad Kåre","Johmsvegen 84 , 2967 LOMEN","Org. nr. 977 074 282","Økologisk landbruksproduksjon","Gyldig fra 01.12.2020 til 30.12.2021",61.1019985,8.9259407,"Lomen","Vestre Slidre","Innlandet","none","Vestre Østland DVH","VESTRE SLIDRE"
"Skolegårdsbruket - Kalnes Gårdsdrift","Sandtangen 85 , 1712 GRÅLUM","Org. nr. 974 544 636","Foredling, import og omsetning","Gyldig fra 15.11.2020 til 30.12.2021",59.3146216,11.0468793,"Grålum","Sarpsborg","Viken","none","VIKEN","SARPSBORG"
"Skollerud Pål Morten","Snoterudveien 25 , 3360 GEITHUS","Org. nr. 869 421 022","Økologisk landbruksproduksjon","Gyldig fra 13.08.2020 til 30.12.2021",59.9172178,9.9743826,"Geithus","Modum","Viken","none","VIKEN","MODUM"
"Skorge Per Gunnar","Maridalsvn. 500, Øvre Kirkeby gård , 0890 OSLO","Org. nr. 992 571 934","Økologisk landbruksproduksjon","Gyldig fra 01.09.2020 til 30.12.2021",59.997034,10.7640132,"Oslo","Oslo","Oslo","none","Oslo DVH","OSLO"
"Skøss'n Gard","Festevegen 119 , 5912 SEIM","Org. nr. 920 780 350","Økologisk landbruksproduksjon","Gyldig fra 16.09.2020 til 30.12.2021",60.61977,5.2875819,0,0,"none","none","#N/A","#N/A"
"Skott-Myhre Hans Petter","Skottveien , 3330 SKOTSELV","Org. nr. 969 284 960","Økologisk landbruksproduksjon","Gyldig fra 21.10.2020 til 30.12.2021",59.8264947,9.8819,0,"Øvre Eiker","Viken","none","VIKEN","ØVRE EIKER"
"Skretting AS","PB 319 , 4002 STAVANGER","Org. nr. 988 044 113","Økologisk akvakultur","Gyldig fra 08.09.2020 til 30.12.2021",58.9699756,5.7331074,0,0,"none","none","#N/A","#N/A"
"Skrove Ole Kristian","Leksdalsvegen 750 , 7656 VERDAL","Org. nr. 916 967 918","Økologisk landbruksproduksjon","Gyldig fra 15.09.2020 til 30.12.2021",63.8374369,11.6450874,"Verdal","Verdal","Trøndelag","none","Midt Norge DVH","VERDAL"
"Skulgam gartneri","Skulgamvn 418 , 9131 KÅRVIK","Org. nr. 958 284 004","Økologisk landbruksproduksjon","Gyldig fra 30.09.2020 til 30.12.2021",69.8658792,19.0204539,0,"Tromsø","Troms og Finnmark","none","Nord Norge DVH","TROMSØ"
"Skurdal Svein","Gålåvegen 178 , 2647 SØR-FRON","Org. nr. 979 616 155","Økologisk landbruksproduksjon","Gyldig fra 30.09.2020 til 30.12.2021",61.5668846,9.8460559,"Sør-fron","Sør-Fron","Innlandet","none","Vestre Østland DVH","SØR-FRON"
"Skuterud Vennatrø Marit","Prestegårdsalleen 5 , 1408 KRÅKSTAD","Org. nr. 989 236 091","Økologisk landbruksproduksjon","Gyldig fra 18.11.2020 til 30.12.2021",59.6767961,10.8781915,"Kråkstad","Nordre Follo","Viken","none","VIKEN","#N/A"
"Skutshødn DA Sigmund Sørum","Hensåsvegen 373 , 2975 VANG I VALDRES","Org. nr. 912 114 171","Økologisk landbruksproduksjon","Gyldig fra 25.02.2020 til 30.12.2021",61.1755989,8.7008571,"Vang i Valdres","Vang","Innlandet","none","Vestre Østland DVH","VANG"
"Slærød Dagligvare AS Avd 4803 Manstad kjøtt & delikatesse","Lervikveien 26 , 1626 MANSTAD","Org. nr. 912 546 846","Foredling, import og omsetning","Gyldig fra 14.07.2020 til 30.12.2021",59.2691224,10.7697367,"Manstad","Fredrikstad","Viken","none","VIKEN","FREDRIKSTAD"
"Slaktehuset Eidsmo Dullum A/S","Rosmælen 14 , 7228 KVÅL","Org. nr. 988 300 020","Foredling, import og omsetning","Gyldig fra 14.04.2020 til 30.12.2021",63.2275004,10.2781944,"Kvål","Melhus","Trøndelag","none","Midt Norge DVH","MELHUS"
"Slakter Eftedal AS","Tjøllingveien 574 , 3280 TJODALYNG","Org. nr. 975 357 082","Foredling, import og omsetning","Gyldig fra 07.09.2020 til 30.12.2021",59.0596704,10.1326692,"Tjodalyng","Larvik","Vestfold og Telemark","none","Vestre Østland DVH","LARVIK"
"Slapgård Kjell Morten","Halsetbakkan 115 , 7656 VERDAL","Org. nr. 969 467 429","Økologisk landbruksproduksjon","Gyldig fra 26.10.2020 til 30.12.2021",63.7843618,11.700296,"Verdal","Verdal","Trøndelag","none","Midt Norge DVH","VERDAL"
"Sletten gård Bjorulf Ødegård","Engeløyveien 177 , 8289 VÅG","Org. nr. 992 907 835","Økologisk landbruksproduksjon","Gyldig fra 29.04.2020 til 30.12.2021",67.9204085,15.0641741,"ENGELØYA","Steigen","Nordland","none","Nord Norge DVH","STEIGEN"
"Slettene Gunn Elisabeth","Herefossveien 2117 , 4766 HEREFOSS","Org. nr. 991 000 178","Foredling, import og omsetning","Gyldig fra 25.11.2020 til 30.12.2021",58.5113797,8.3458382,"Herefoss","Birkenes","Agder","none","Vest Norge DVH","BIRKENES"
"Slommerud Landbruk DA","Grønnerudveien 25 , 1894 RAKKESTAD","Org. nr. 997 391 500","Økologisk landbruksproduksjon","Gyldig fra 02.12.2020 til 30.12.2021",59.4374047,11.3945235,"Rakkestad","Rakkestad","Viken","none","VIKEN","RAKKESTAD"
"Slungård Per Olav","Sandvollanvegen 460 , 7670 INDERØY","Org. nr. 969 184 869","Økologisk landbruksproduksjon","Gyldig fra 03.02.2020 til 30.12.2021",63.918788,11.2959022,"Inderøy","Inderøy","Trøndelag","none","Midt Norge DVH","INDERØY"
"Smaadahl Anders","Hallesby 91 , 1798 AREMARK","Org. nr. 994 963 651","Økologisk landbruksproduksjon","Gyldig fra 09.02.2020 til 30.12.2021",59.2623921,11.7476238,"Aremark","Aremark","Viken","none","VIKEN","AREMARK"
"Smak av Innlandet SA","Vestbygdvegen 298 , 2312 OTTESTAD","Org. nr. 918 964 568","Foredling, import og omsetning","Gyldig fra 14.01.2020 til 30.12.2021",60.7322507,11.1179555,"Ottestad","Stange","Innlandet","none","Vestre Østland DVH","STANGE"
"Smaken av Grimstad","Bergemovn. 42 , 4886 GRIMSTAD","Org. nr. 997 348 494","Foredling, import og omsetning","Gyldig fra 11.11.2020 til 30.12.2021",58.3444185,8.5592601,"Grimstad","Grimstad","Agder","none","Vest Norge DVH","GRIMSTAD"
"Smaksriket AS","Hørteveien 3 , 3410 SYLLING","Org. nr. 918 787 291","Foredling, import og omsetning","Gyldig fra 06.12.2020 til 30.12.2021",59.9086813,10.2836224,"Sylling","Lier","Viken","none","VIKEN","LIER"
"Småsetran gård Ove Grytbak","Ole Guldalsgt 19 , 7374 RØROS","Org. nr. 920 407 587","Økologisk landbruksproduksjon","Gyldig fra 06.12.2020 til 30.12.2021",62.4786623,11.6882255,0,"Røros","Trøndelag","none","Midt Norge DVH","RØROS"
"Smeby Thomas","Ellevsætervegen 1237 , 2364 NÆROSET","Org. nr. 992 123 788","Økologisk landbruksproduksjon","Gyldig fra 04.02.2020 til 30.12.2021",60.9927335,10.805278,"Næroset","Ringsaker","Innlandet","none","Vestre Østland DVH","RINGSAKER"
"Smedsland Georg","Smedslandsveien 226 , 4528 KOLLUNGTVEIT","Org. nr. 991 744 711","Økologisk landbruksproduksjon","Gyldig fra 07.07.2020 til 30.12.2021",58.4669287,7.4545391,"Kollungtveit","Lyngdal","Agder","none","Vest Norge DVH","LYNGDAL"
"Smedstuen AS","Industrivegen 82 , 2072 DAL","Org. nr. 917 571 929","Foredling, import og omsetning","Gyldig fra 13.04.2020 til 30.12.2021",60.2504681,11.1927966,"Dal","Eidsvoll","Viken","none","VIKEN","EIDSVOLL"
"Smelien Rikard","Bennlibygda 24 , 2657 SVATSUM","Org. nr. 969 295 156","Økologisk landbruksproduksjon","Gyldig fra 02.11.2020 til 30.12.2021",61.3163945,9.8895175,"Svatsum","Gausdal","Innlandet","none","Vestre Østland DVH","GAUSDAL"
"Smelters Mathus","Verksgata 10 , 1353 BÆRUMS VERK","Org. nr. 913 569 849","Foredling, import og omsetning","Gyldig fra 11.03.2020 til 30.12.2021",59.9392431,10.5016434,"Bærums Verk","Bærum","Viken","none","VIKEN","BÆRUM"
"Smesland Vanja og Øystein Hadland","Svenneviksveien 317 , 4580 LYNGDAL","Org. nr. 984 006 209","Økologisk landbruksproduksjon","Gyldig fra 15.03.2020 til 30.12.2021",58.1203674,7.0046052,"Lyngdal","Lyngdal","Agder","none","Vest Norge DVH","LYNGDAL"
"Smestad Anne Marie Holen","Odalsvegen 850, Overåsberget , 2219 BRANDVAL","Org. nr. 971 294 655","Økologisk landbruksproduksjon","Gyldig fra 02.09.2020 til 30.12.2021",60.354693,11.8844809,"Brandval","Grue","Innlandet","none","Vestre Østland DVH","GRUE"
"Smit Håvard Zakarias","Vallavegen 29 , 6220 STRAUMGJERDE","Org. nr. 924 016 051","Økologisk landbruksproduksjon","Gyldig fra 19.01.2021 til 30.12.2022",62.3052964,6.6252042,"Straumgjerde","Sykkylven","Møre og Romsdal","none","Midt Norge DVH","SYKKYLVEN"
"Smøttebråten Arne","Hulbakksvegen 288 , 3560 HEMSEDAL","Org. nr. 976 850 696","Økologisk landbruksproduksjon","Gyldig fra 21.04.2020 til 30.12.2021",60.8823541,8.49281,"Hemsedal","Hemsedal","Viken","none","VIKEN","HEMSEDAL"
"Snadder og Snaskum AS","Kvithyllveien 199 , 7100 RISSA","Org. nr. 914 578 604","Økologisk akvakultur","Gyldig fra 10.11.2020 til 30.12.2021",63.5624013,9.9010875,"Rissa","Indre Fosen","Trøndelag","none","Midt Norge DVH","INDRE FOSEN"
"Snarvold Borgar","Olav Gjærvollsvei 15 , 2500 TYNSET","Org. nr. 869 336 912","Økologisk landbruksproduksjon","Gyldig fra 16.11.2020 til 30.12.2021",62.2189994,10.6510763,"Tynset","Tynset","Innlandet","none","Vestre Østland DVH","TYNSET"
"Snerte Tori Johanna","Torsetvegen 323 , 3560 HEMSEDAL","Org. nr. 983 638 457","Økologisk landbruksproduksjon","Gyldig fra 01.11.2020 til 30.12.2021",60.846215,8.5766564,"Hemsedal","Hemsedal","Viken","none","VIKEN","HEMSEDAL"
"Snerting Ranch Jon Leira","Snertingvegen 60 , 7670 INDERØY","Org. nr. 888 042 822","Foredling, import og omsetning","Gyldig fra 16.11.2020 til 30.12.2021",63.8779478,11.2334982,0,"Inderøy","Trøndelag","none","Midt Norge DVH","INDERØY"
"Snill Bie","Rubbestadvegen 38 , 5427 URANGSVÅG","Org. nr. 983 156 142","Økologisk landbruksproduksjon","Gyldig fra 09.11.2020 til 30.12.2021",59.8019848,5.2093706,"Urangsvåg","Bømlo","Vestland","none","Vest Norge DVH","BØMLO"
"Snøbekkens Bigård","Fremstadvegen 11 , 2860 HOV","Org. nr. 000 000 000","Økologisk landbruksproduksjon","Gyldig fra 09.11.2020 til 30.12.2021",60.7138233,10.3403457,"Hov","Søndre Land","Innlandet","none","Vestre Østland DVH","SØNDRE LAND"
"Søfteland Tine","Rossvollveien 122 , 7657 Verdal","Org. nr. 984 484 747","Økologisk landbruksproduksjon","Gyldig fra 24.09.2020 til 30.12.2021",63.7813687,11.4737883,0,"Verdal","Trøndelag","none","Midt Norge DVH","VERDAL"
"Søgaard Sverre","Brovollvegen 70 , 2345 ÅDALSBRUK","Org. nr. 869 930 342","Økologisk landbruksproduksjon","Gyldig fra 18.11.2020 til 30.12.2021",60.7847931,11.3587463,"Ådalsbruk","Løten","Innlandet","none","Vestre Østland DVH","LØTEN"
"Sogn Jord- og Hagebruksskule","Skulevn 24 , 5745 AURLAND","Org. nr. 874 571 202","Foredling, import og omsetning","Gyldig fra 04.02.2020 til 30.12.2021",60.903031,7.2007899,"Aurland","Aurland","Vestland","none","Vest Norge DVH","AURLAND"
"Søgne videregående skole","Søgnetunet 3 , 4640 SØGNE","Org. nr. 974 595 184","Økologisk landbruksproduksjon","Gyldig fra 14.12.2020 til 30.12.2021",58.0911057,7.8411387,"Søgne","Kristiansand","Agder","none","Vest Norge DVH","KRISTIANSAND"
"Sognefjord Kaffibrenneri AS","Fjørevegen 22 , 6856 SOGNDAL","Org. nr. 919 086 696","Foredling, import og omsetning","Gyldig fra 11.11.2020 til 30.12.2021",61.2319259,7.1065816,"Sogndal","Sogndal","Vestland","none","Vest Norge DVH","SOGNDAL"
"Sognefrukt SA","Sognefjordvegen 130 , 6863 LEIKANGER","Org. nr. 985 783 918","Foredling, import og omsetning","Gyldig fra 11.05.2020 til 30.12.2021",61.1818783,6.7881111,"Leikanger","Sogndal","Vestland","none","Vest Norge DVH","SOGNDAL"
"Solås Ellen","Jernsætervegen 160 , 2335 STANGE","Org. nr. 982 569 656","Økologisk landbruksproduksjon","Gyldig fra 01.11.2020 til 30.12.2021",60.6689104,11.2296569,"Stange","Stange","Innlandet","none","Vestre Østland DVH","STANGE"
"Solås Gård v/Bjørn Dahl","Åsevegen 76 , 5640 EIKELANDSOSEN","Org. nr. 994 359 371","Foredling, import og omsetning","Gyldig fra 07.07.2020 til 30.12.2021",60.2402427,5.8876227,"Eikelandsosen","Bjørnafjorden","Vestland","none","Vest Norge DVH","#N/A"
"Solbakken Birgit","Hemsedalsvegen 2678 , 3560 HEMSEDAL","Org. nr. 820 052 242","Foredling, import og omsetning","Gyldig fra 25.11.2020 til 30.12.2021",60.8569408,8.6036164,"Hemsedal","Hemsedal","Viken","none","VIKEN","HEMSEDAL"
"Solbakken økologiske gård V/Bodil Raustein","Raustein 15 , 4070 RANDABERG","Org. nr. 984 660 367","Økologisk landbruksproduksjon","Gyldig fra 10.12.2020 til 30.12.2021",58.9852748,5.5842422,"Randaberg","Randaberg","Rogaland","none","Vest Norge DVH","RANDABERG"
"Solbakken Stig","Gammelsetervegen 4 , 2582 GRIMSBU","Org. nr. 982 550 742","Økologisk landbruksproduksjon","Gyldig fra 30.11.2020 til 30.12.2021",62.167294,10.1898,0,0,"Innlandet","none","Vestre Østland DVH","#N/A"
"Solberg & Hansen AS","Postboks 19 Manglerud , 0612 OSLO","Org. nr. 916 079 966","Foredling, import og omsetning","Gyldig fra 09.11.2020 til 30.12.2021",59.8957812,10.8118127,0,0,"Oslo","none","OSLO","OSLO"
"Solberg Anne Marie og Knut Anders","Lyåsvn. 53 , 1827 HOBØL","Org. nr. 996 446 174","Økologisk landbruksproduksjon","Gyldig fra 01.12.2020 til 30.12.2021",59.6179399,10.8908951,"Hobøl","Indre Østfold","Viken","none","VIKEN","HOBØL"
"Solberg Christian","Vestvegen 116 , 2847 KOLBU","Org. nr. 971 187 999","Økologisk landbruksproduksjon","Gyldig fra 25.10.2020 til 30.12.2021",60.636959,10.7233079,"Kolbu","Østre Toten","Innlandet","none","Vestre Østland DVH","ØSTRE TOTEN"
"Solberg Erlend","Heggenhaugvegen 620 , 2355 GAUPEN","Org. nr. 914 762 804","Økologisk landbruksproduksjon","Gyldig fra 25.10.2020 til 30.12.2021",60.8176715,10.7359325,"Gaupen","Ringsaker","Innlandet","none","Vestre Østland DVH","RINGSAKER"
"Solberg Haakon","Solbergv. 90 , 1816 SKIPTVET","Org. nr. 969 170 191","Økologisk landbruksproduksjon","Gyldig fra 16.12.2020 til 30.12.2021",59.5345995,11.1240407,"Skiptvet","Skiptvet","Viken","none","VIKEN","SKIPTVET"
"Solberg Halvdan","Hostvedtv. 6 , 3090 HOF","Org. nr. 969 931 842","Økologisk landbruksproduksjon","Gyldig fra 03.02.2020 til 30.12.2021",59.5311145,10.086107,0,0,"none","none","#N/A","#N/A"
"Solberg Harald","Vestbyveien 36 , 1890 RAKKESTAD","Org. nr. 912 999 696","Økologisk landbruksproduksjon","Gyldig fra 13.07.2020 til 30.12.2021",59.4075738,11.328333,"Rakkestad","Rakkestad","Viken","none","VIKEN","RAKKESTAD"
"Solberg Jan","Brennevegen 40 , 2950 SKAMMESTEIN","Org. nr. 913 018 044","Økologisk landbruksproduksjon","Gyldig fra 17.02.2020 til 30.12.2021",61.1843561,8.9978983,"Skammestein","Øystre Slidr","Innlandet","none","Vestre Østland DVH","#N/A"
"Solberg Jon","Storbråtavn.122, Gullverket , 2080 EIDSVOLL","Org. nr. 969 956 780","Økologisk landbruksproduksjon","Gyldig fra 08.11.2020 til 30.12.2021",60.3508317,11.3651608,"Eidsvoll","Eidsvoll","Viken","none","VIKEN","EIDSVOLL"
"Solberg Tone","Skjulstadvn 361 , 1746 SKJEBERG","Org. nr. 969 092 468","Økologisk landbruksproduksjon","Gyldig fra 15.09.2020 til 30.12.2021",59.1825372,11.2221147,"Skjeberg","Sarpsborg","Viken","none","VIKEN","SARPSBORG"
"Solberg Tor Jacob","Dyrbekkveien 203 , 1816 SKIPTVET","Org. nr. 884 536 022","Økologisk landbruksproduksjon","Gyldig fra 14.12.2020 til 30.12.2021",59.4697519,11.1136547,"Skiptvet","Skiptvet","Viken","none","VIKEN","SKIPTVET"
"Soleskogen A/S","Soleveien 57 , 3359 EGGEDAL","Org. nr. 924 782 374","Økologisk landbruksproduksjon","Gyldig fra 15.09.2020 til 30.12.2021",60.191883,9.4021702,"Eggedal","Sigdal","Viken","none","VIKEN","SIGDAL"
"Solfjeld Dag Alf","Postboks 25 , 8827 DØNNA","Org. nr. 969 706 865","Økologisk landbruksproduksjon","Gyldig fra 03.01.2021 til 30.12.2022",66.1661952,12.4396123,0,0,"none","none","#N/A","#N/A"
"Solhagen v/ Eric Brinkhof","Åsbygdvegen 316 , 2345 ÅDALSBRUK","Org. nr. 995 888 246","Økologisk landbruksproduksjon","Gyldig fra 30.11.2020 til 30.12.2021",60.7646078,11.3698036,"Ådalsbruk","Løten","Innlandet","none","Vestre Østland DVH","LØTEN"
"Solhatt Økologiske Hagebruk AS","Almsgutua 59 , 2335 STANGE","Org. nr. 913 997 832","Foredling, import og omsetning","Gyldig fra 08.07.2020 til 30.12.2021",60.7049481,11.1419689,"Stange","Stange","Innlandet","none","Vestre Østland DVH","STANGE"
"Solhaug Are","Dalsvegen 167 , 2940 HEGGENES","Org. nr. 997 262 719","Økologisk landbruksproduksjon","Gyldig fra 09.07.2020 til 30.12.2021",61.1682603,8.9729114,"Heggenes","Øystre Slidr","Innlandet","none","Vestre Østland DVH","#N/A"
"Solhaug Sten-Oddvar","Baklandsveien 140, Solhaug , 8646 KORGEN","Org. nr. 981 448 022","Økologisk landbruksproduksjon","Gyldig fra 03.11.2020 til 30.12.2021",66.1154027,13.7957037,"Korgen","Hemnes","Nordland","none","Nord Norge DVH","HEMNES"
"Solheim Bjørg Minnesjord","Blikavegen 22 , 3841 FLATDAL","Org. nr. 985 274 533","Økologisk landbruksproduksjon","Gyldig fra 01.07.2020 til 30.12.2021",59.5891029,8.5502125,"Flatdal","Seljord","Vestfold og Telemark","none","Vestre Østland DVH","SELJORD"
"Solid Samdrift","Klosterveien 64 , 7100 RISSA","Org. nr. 984 929 617","Økologisk landbruksproduksjon","Gyldig fra 01.07.2020 til 30.12.2021",63.5745453,9.9374427,"Rissa","Indre Fosen","Trøndelag","none","Midt Norge DVH","INDRE FOSEN"
"Sollesnes Bente","Fortunsdalen 534 , 6877 FORTUN","Org. nr. 971 226 609","Økologisk landbruksproduksjon","Gyldig fra 07.09.2020 til 30.12.2021",61.5359219,7.7151141,"Fortun","Luster","Vestland","none","Vest Norge DVH","LUSTER"
"Solli Gård DA","Årholtvn. 122 , 3160 STOKKE","Org. nr. 985 762 988","Foredling, import og omsetning","Gyldig fra 31.03.2020 til 30.12.2021",59.2434579,10.2618584,"Stokke","Sandefjord","Vestfold og Telemark","none","Vestre Østland DVH","SANDEFJORD"
"Solli Ingunn","Bjørntvedtveien 173 , 3740 SKIEN","Org. nr. 980 254 917","Økologisk landbruksproduksjon","Gyldig fra 10.12.2020 til 30.12.2021",59.161394,9.6159857,"Skien","Skien","Vestfold og Telemark","none","Vestre Østland DVH","SKIEN"
"Solli Knut","Nedre Bolli 284, Skogli , 6493 LYNGSTAD","Org. nr. 970 943 056","Økologisk landbruksproduksjon","Gyldig fra 29.06.2020 til 30.12.2021",62.9536853,7.3429515,0,"Hustadvika","Møre og Romsdal","none","Midt Norge DVH","#N/A"
"Solli Øystein","Gardvegen 42 , 6450 HJELSET","Org. nr. 969 840 979","Økologisk landbruksproduksjon","Gyldig fra 24.02.2020 til 30.12.2021",62.7805086,7.4927768,0,0,"none","none","#N/A","#N/A"
"Sollid Helene Olli","Gripavegen 86 , 5618 FREKHAUG","Org. nr. 988 637 106","Økologisk landbruksproduksjon","Gyldig fra 21.06.2020 til 30.12.2021",60.5662068,5.1267869,"Frekhaug","Alver","Vestland","none","Vest Norge DVH","#N/A"
"Sollie Helen","Norddolmsøyveien 7 , 7252 DOLMØY","Org. nr. 993 351 369","Økologisk landbruksproduksjon","Gyldig fra 01.04.2020 til 30.12.2021",63.6523774,8.813687,"Dolmøy","Hitra","Trøndelag","none","Midt Norge DVH","HITRA"
"Solsikken Steinerbarnehage","Støps vei 31 , 1450 NESODDTANGEN","Org. nr. 887 588 252","Servering av økologisk mat og drikke","Gyldig fra 05.08.2020 til 30.12.2021",59.856991,10.6728928,"Nesoddtangen","Nesodden","Viken","none","VIKEN","NESODDEN"
"Soltun sau og hest Kristoffer Ullern Hansen","Vollsgjero 15 , 5743 FLÅM","Org. nr. 911 773 937","Økologisk landbruksproduksjon","Gyldig fra 07.10.2020 til 30.12.2021",60.860029,7.121344,"Flåm","Aurland","Vestland","none","Vest Norge DVH","AURLAND"
"Soltun v/ Ragnhild Bryde Trosby","Vikveien 374 , 3180 NYKIRKE","Org. nr. 879 497 612","Økologisk landbruksproduksjon","Gyldig fra 11.05.2020 til 30.12.2021",59.4057932,10.4242217,"Nykirke","Horten","Vestfold og Telemark","none","Vestre Østland DVH","HORTEN"
"Soltveit Olav Andre","Mjukebakkane 8 , 5918 FREKHAUG","Org. nr. 996 938 794","Økologisk landbruksproduksjon","Gyldig fra 25.03.2020 til 30.12.2021",60.5288644,5.1395381,"Frekhaug","Alver","Vestland","none","Vest Norge DVH","#N/A"
"Solund Ull AS","Villa Pikevika 1 , 6927 YTRØYGREND","Org. nr. 912 605 868","Økologisk landbruksproduksjon","Gyldig fra 01.06.2020 til 30.12.2021",61.0804254,4.6912785,0,0,"none","none","#N/A","#N/A"
"Solvorn Frukt Mossestad","Løteigane 25 , 6879 SOLVORN","Org. nr. 921 555 318","Foredling, import og omsetning","Gyldig fra 02.12.2020 til 30.12.2021",61.3019632,7.2365828,"Solvorn","Luster","Vestland","none","Vest Norge DVH","LUSTER"
"Sommerfuglen Steinerbarnehage AS","Havsteinekra 7 , 7021 TRONDHEIM","Org. nr. 987 465 107","Servering av økologisk mat og drikke","Gyldig fra 07.10.2020 til 30.12.2021",63.4044549,10.3629131,"Trondheim","Trondheim","Trøndelag","none","Midt Norge DVH","TRONDHEIM"
"Søndre Aas Gård & Miljøsenter","Rosenholmveien 11 B , 1252 OSLO","Org. nr. 972 408 875","Økologisk landbruksproduksjon","Gyldig fra 07.10.2020 til 30.12.2021",59.8260061,10.7900867,"Oslo","Oslo","Oslo","Søndre Nordstrand","Oslo DVH","OSLO"
"Søndre Granum Gård","Randsfjordvegen 531 , 2864 FALL","Org. nr. 917 311 870","Økologisk landbruksproduksjon","Gyldig fra 19.11.2020 til 30.12.2021",60.654788,10.3636263,"Fall","Søndre Land","Innlandet","none","Vestre Østland DVH","SØNDRE LAND"
"Søndre Rygg Samdrift DA","Bettumveien 263 , 3178 VÅLE","Org. nr. 982 451 655","Økologisk landbruksproduksjon","Gyldig fra 14.04.2020 til 30.12.2021",59.4417869,10.242925,"Våle","Tønsberg","Vestfold og Telemark","none","Vestre Østland DVH","TØNSBERG"
"Songmoen Samdrift","Songliveien 63 , 7320 FANNREM","Org. nr. 983 617 794","Økologisk landbruksproduksjon","Gyldig fra 10.08.2020 til 30.12.2021",63.288894,9.6488362,"Fannrem","Orkland","Trøndelag","none","Midt Norge DVH","#N/A"
"Sønsteby Olav Arne Gabriel","Gåranvn.45 , 3536 NORESUND","Org. nr. 922 145 164","Økologisk landbruksproduksjon","Gyldig fra 19.10.2020 til 30.12.2021",60.1803077,9.6230989,0,0,"none","none","#N/A","#N/A"
